id,days
251658,51-60
277538,31-40
274922,31-40
268743,11-20
253003,11-20
317227,51-60
267584,21-30
211336,51-60
241902,21-30
13331,31-40
77315,11-20
130849,51-60
189411,21-30
217430,51-60
242362,31-40
232430,21-30
318309,11-20
52998,21-30
244660,51-60
109419,11-20
120421,11-20
128215,11-20
13264,21-30
215263,21-30
201815,11-20
87868,21-30
74623,51-60
78198,21-30
182949,21-30
125251,21-30
79330,21-30
22103,21-30
245027,11-20
163258,21-30
55753,11-20
186892,21-30
234530,21-30
248957,51-60
8148,21-30
277964,21-30
42619,21-30
242529,21-30
221048,21-30
259427,51-60
313925,21-30
105524,11-20
198248,21-30
199769,21-30
86351,21-30
84630,21-30
101441,21-30
152945,21-30
248664,11-20
97343,21-30
3103,21-30
5810,21-30
30536,21-30
85670,21-30
113539,21-30
288189,21-30
211536,21-30
67789,11-20
265005,11-20
95966,11-20
242410,51-60
313223,51-60
7320,31-40
129693,51-60
181623,51-60
312204,21-30
78731,21-30
242409,21-30
270969,11-20
229185,51-60
310177,31-40
108408,51-60
271853,21-30
52408,51-60
176113,11-20
226294,11-20
93771,21-30
211714,11-20
155295,21-30
224887,21-30
98327,51-60
225816,51-60
180763,11-20
169989,51-60
145163,31-40
267091,11-20
178648,21-30
122545,51-60
191802,21-30
168297,51-60
13186,11-20
173799,11-20
294911,21-30
234907,21-30
49838,11-20
28927,51-60
308588,21-30
63886,51-60
108016,11-20
7492,21-30
171206,51-60
110503,51-60
144138,21-30
313784,51-60
1524,11-20
17359,21-30
59003,31-40
230867,21-30
108325,21-30
129538,21-30
241903,21-30
309743,51-60
198014,21-30
317493,21-30
61145,21-30
184043,21-30
52116,51-60
235253,21-30
237283,21-30
106306,31-40
154739,21-30
129912,31-40
47927,51-60
197875,51-60
293875,21-30
243549,21-30
309390,11-20
198181,11-20
21269,21-30
96695,11-20
61278,31-40
15036,51-60
273467,21-30
317497,51-60
156160,11-20
205287,11-20
213242,21-30
75073,11-20
159804,21-30
223423,21-30
267750,11-20
4087,31-40
264652,31-40
254895,21-30
211205,11-20
35988,21-30
210522,51-60
298603,21-30
207192,11-20
185764,21-30
205231,21-30
226305,21-30
55870,11-20
137636,51-60
126763,11-20
237613,51-60
230653,21-30
50525,51-60
202962,11-20
130822,31-40
130267,51-60
8017,21-30
202219,21-30
123286,21-30
172954,21-30
86720,51-60
126469,51-60
216543,21-30
38243,51-60
181864,21-30
222527,31-40
109036,21-30
58124,21-30
301916,21-30
191272,21-30
275864,21-30
133639,11-20
301437,11-20
45779,51-60
172090,31-40
27193,21-30
63978,21-30
113126,21-30
18299,21-30
194221,51-60
312678,51-60
83732,11-20
237945,11-20
91251,21-30
163180,21-30
291766,11-20
33061,11-20
31173,21-30
43203,11-20
253196,51-60
277748,21-30
80401,21-30
182690,21-30
264636,51-60
259221,21-30
7845,11-20
244823,21-30
22193,11-20
175940,11-20
206436,21-30
2842,21-30
98913,11-20
247979,51-60
65388,11-20
36043,51-60
82208,21-30
177672,11-20
96881,21-30
23607,11-20
137208,21-30
270535,21-30
108737,21-30
311671,21-30
281762,21-30
105038,21-30
85578,11-20
235730,51-60
47522,21-30
259691,21-30
189330,51-60
67744,21-30
32443,21-30
12300,21-30
218387,21-30
304493,51-60
315047,21-30
262418,31-40
98529,21-30
64294,21-30
267526,51-60
261311,21-30
120842,21-30
284872,21-30
52799,21-30
300357,11-20
278737,21-30
258341,51-60
190225,31-40
171150,21-30
40949,21-30
122268,11-20
32845,51-60
252983,11-20
68828,11-20
298036,31-40
5375,21-30
302715,11-20
146351,51-60
154807,21-30
19873,11-20
223289,21-30
157009,21-30
38192,11-20
224690,21-30
110576,51-60
156350,21-30
182895,21-30
249316,11-20
134917,21-30
134899,21-30
287156,21-30
115330,11-20
1705,21-30
199490,11-20
235500,21-30
316731,21-30
31091,51-60
105865,21-30
172470,11-20
215046,51-60
171801,21-30
267881,11-20
292356,21-30
46240,11-20
238508,51-60
264401,31-40
84481,21-30
299628,21-30
190179,51-60
3885,21-30
40471,21-30
241705,21-30
177839,21-30
281252,21-30
73085,21-30
72630,21-30
88525,21-30
260816,21-30
22231,11-20
22698,11-20
98659,21-30
97820,51-60
309034,51-60
7072,51-60
260669,11-20
316642,21-30
232545,51-60
257048,21-30
140642,11-20
242428,11-20
163417,21-30
210994,51-60
208343,51-60
61489,11-20
14356,21-30
118855,21-30
67945,21-30
273045,51-60
126017,11-20
251704,21-30
178784,11-20
221909,21-30
47039,11-20
23904,11-20
218382,21-30
80442,21-30
280076,11-20
74511,21-30
26711,51-60
56386,31-40
286244,21-30
253316,21-30
166078,21-30
69315,51-60
293718,51-60
18256,21-30
298504,11-20
116832,31-40
254886,21-30
37604,21-30
314438,21-30
160814,21-30
26198,51-60
73217,21-30
204415,21-30
255894,11-20
286933,21-30
206340,21-30
73426,21-30
262323,21-30
72080,21-30
206974,11-20
162740,51-60
36062,31-40
183119,21-30
154721,11-20
115497,51-60
232739,31-40
205838,11-20
312565,31-40
88872,21-30
30560,11-20
38410,11-20
75380,31-40
308067,11-20
264741,51-60
125411,21-30
249684,21-30
14851,51-60
304172,11-20
10055,21-30
162397,31-40
154629,21-30
166341,51-60
26225,21-30
69818,21-30
242269,21-30
39476,21-30
205308,11-20
156340,21-30
50679,21-30
9814,11-20
117543,21-30
46693,21-30
138123,21-30
110409,51-60
169663,51-60
133573,11-20
250097,11-20
240537,21-30
250718,11-20
276109,21-30
128065,21-30
150557,21-30
138503,51-60
21383,21-30
217545,51-60
98074,11-20
161157,21-30
102447,51-60
260041,21-30
191957,51-60
41604,21-30
270226,21-30
203090,11-20
131068,21-30
189884,21-30
252075,21-30
306461,21-30
135842,11-20
175556,51-60
215157,21-30
133042,21-30
60476,21-30
96797,21-30
157798,11-20
35723,21-30
271779,21-30
196147,11-20
277570,21-30
215359,21-30
208322,21-30
141596,51-60
286056,21-30
293102,21-30
270038,21-30
94659,21-30
161822,21-30
182079,51-60
207201,31-40
41758,11-20
262537,21-30
308797,11-20
86688,21-30
224558,21-30
246713,51-60
99634,51-60
138786,11-20
56475,51-60
281810,21-30
99079,11-20
16536,51-60
313832,31-40
131825,51-60
125380,11-20
166180,11-20
294029,21-30
32639,21-30
130602,51-60
201839,51-60
295006,21-30
235177,21-30
118324,21-30
211379,21-30
259376,21-30
80697,21-30
90181,21-30
100981,31-40
195769,21-30
168329,21-30
289207,11-20
237496,51-60
224063,21-30
71709,21-30
144301,51-60
231246,21-30
167181,51-60
109482,51-60
242405,21-30
86433,21-30
95167,51-60
19275,21-30
123482,11-20
5203,51-60
282072,11-20
89575,11-20
138583,21-30
36945,21-30
112558,31-40
255840,31-40
109465,21-30
113402,11-20
215829,21-30
239426,21-30
71776,21-30
227633,21-30
4595,11-20
140053,21-30
278039,11-20
205977,11-20
197029,51-60
32603,21-30
79990,21-30
239367,21-30
177246,21-30
16367,21-30
145042,21-30
179063,51-60
126891,11-20
173990,11-20
248884,21-30
293215,21-30
278362,21-30
218217,11-20
266801,51-60
135234,51-60
86124,21-30
224660,21-30
239180,51-60
48389,21-30
7189,51-60
236683,21-30
31424,11-20
41485,21-30
96380,51-60
52293,21-30
203965,21-30
140116,11-20
180308,21-30
213228,51-60
31704,11-20
80191,21-30
133104,51-60
52567,31-40
231593,51-60
180480,51-60
210711,51-60
210546,21-30
95332,51-60
17199,21-30
309520,21-30
287316,21-30
275635,11-20
200711,11-20
207,31-40
279845,21-30
187553,51-60
245966,21-30
227745,51-60
43461,51-60
269287,21-30
310065,11-20
15009,21-30
45764,21-30
184297,21-30
194890,51-60
164006,21-30
177174,21-30
272394,21-30
131130,11-20
289945,21-30
227617,31-40
215343,51-60
301478,21-30
254944,11-20
119503,21-30
66354,11-20
120759,11-20
200210,21-30
280670,11-20
235427,11-20
274812,51-60
284354,21-30
295750,21-30
297454,11-20
180934,51-60
236225,51-60
198494,51-60
251623,11-20
140530,21-30
219684,21-30
23010,11-20
101217,21-30
48674,11-20
185593,21-30
16804,11-20
71276,21-30
53364,21-30
285505,11-20
20935,21-30
138530,21-30
118400,11-20
183043,21-30
287668,11-20
245202,21-30
162195,21-30
8008,21-30
100840,51-60
189424,21-30
297169,21-30
7042,21-30
60138,11-20
284786,21-30
96275,51-60
116102,21-30
180736,21-30
6279,51-60
292608,21-30
172084,21-30
94238,21-30
126159,21-30
167219,21-30
241851,21-30
104965,21-30
260489,51-60
285123,51-60
317629,21-30
52073,51-60
110899,51-60
34675,31-40
179017,21-30
267311,21-30
14035,21-30
15875,51-60
76252,31-40
287305,21-30
172228,31-40
54697,21-30
283879,21-30
244362,21-30
55693,21-30
271594,21-30
108816,11-20
227420,51-60
52860,51-60
50581,21-30
69783,51-60
246795,21-30
76738,11-20
103978,11-20
213045,31-40
102560,21-30
41742,21-30
235678,21-30
24978,21-30
206310,21-30
283489,11-20
641,31-40
87388,21-30
185068,21-30
34609,21-30
114595,11-20
89829,21-30
48383,11-20
33483,11-20
17306,21-30
77272,11-20
28329,21-30
10630,21-30
52426,11-20
295226,21-30
24673,21-30
239127,51-60
107293,21-30
244566,21-30
33406,21-30
286405,21-30
63854,11-20
5669,21-30
297114,21-30
236715,21-30
107157,21-30
188756,21-30
127196,21-30
57849,21-30
316263,21-30
56332,21-30
75747,21-30
77176,11-20
80331,21-30
179517,51-60
15895,21-30
193339,51-60
12769,11-20
179993,51-60
46476,11-20
279662,11-20
41849,31-40
195952,11-20
165816,51-60
229433,11-20
44617,21-30
174788,21-30
13189,11-20
293997,21-30
272350,11-20
300067,21-30
250512,51-60
107002,11-20
293746,11-20
87979,21-30
129511,11-20
284200,21-30
157957,21-30
131752,11-20
2462,51-60
104184,51-60
168775,21-30
73298,21-30
11907,51-60
237194,21-30
274386,51-60
44902,11-20
79885,21-30
266683,11-20
311981,21-30
174188,11-20
141261,21-30
99573,51-60
78715,21-30
303175,11-20
249256,51-60
127963,21-30
125954,21-30
40040,21-30
41652,11-20
185386,11-20
73655,21-30
56273,51-60
227567,31-40
133500,21-30
236924,21-30
194347,21-30
201008,31-40
5089,21-30
252681,11-20
87258,51-60
198817,21-30
225573,21-30
235078,51-60
95896,21-30
259588,21-30
212091,21-30
14112,21-30
266081,11-20
266307,21-30
271588,21-30
121564,21-30
143155,21-30
103572,11-20
175295,21-30
176122,11-20
148887,11-20
275020,21-30
112784,21-30
280722,21-30
70889,51-60
290094,21-30
196208,11-20
172600,11-20
61502,11-20
145143,11-20
17019,21-30
238980,11-20
162710,21-30
192920,51-60
310055,21-30
291878,21-30
60362,21-30
189808,21-30
315415,21-30
90855,21-30
286147,21-30
146507,51-60
209664,21-30
122838,21-30
79869,21-30
17682,21-30
82735,11-20
57868,21-30
47468,51-60
185247,21-30
93636,31-40
97767,11-20
99500,11-20
307148,51-60
4720,21-30
86448,21-30
163494,21-30
178842,21-30
185385,21-30
306673,21-30
94159,21-30
128483,11-20
257138,21-30
185442,11-20
37504,21-30
249410,21-30
157633,11-20
275464,21-30
310276,21-30
26432,21-30
135057,21-30
34182,11-20
14707,21-30
95178,21-30
117912,21-30
257612,21-30
240874,21-30
83769,11-20
312405,21-30
52610,31-40
117263,21-30
228393,21-30
59660,11-20
173289,21-30
110026,21-30
302925,21-30
179018,11-20
183996,21-30
23553,51-60
214289,21-30
52071,11-20
303077,11-20
268947,21-30
165114,21-30
173966,21-30
118281,21-30
215436,21-30
43464,21-30
137639,11-20
75963,21-30
174173,51-60
186723,21-30
19258,21-30
33547,51-60
172196,51-60
259043,51-60
47722,21-30
170482,31-40
142830,21-30
279277,51-60
118440,51-60
26686,31-40
133097,51-60
11964,21-30
313244,21-30
25966,11-20
253423,21-30
226801,11-20
94386,11-20
134812,51-60
143665,11-20
147129,11-20
117720,51-60
21127,11-20
89413,21-30
123067,51-60
87031,21-30
65221,21-30
14387,21-30
317652,21-30
225157,21-30
97016,11-20
184125,21-30
250675,11-20
231893,21-30
129965,21-30
309722,21-30
198055,51-60
284431,21-30
269460,21-30
256549,21-30
249336,51-60
202375,51-60
302167,21-30
220081,51-60
281692,21-30
12025,11-20
229588,51-60
311253,21-30
232047,51-60
317603,21-30
26837,11-20
45454,11-20
300958,51-60
195872,51-60
250762,21-30
122518,51-60
38443,21-30
11475,51-60
160704,11-20
305154,21-30
85647,21-30
168348,21-30
147393,51-60
215284,21-30
142551,21-30
171677,11-20
135287,21-30
90514,21-30
74922,21-30
314038,21-30
269758,11-20
102945,21-30
156498,11-20
179882,21-30
196922,21-30
67846,51-60
268807,11-20
286232,31-40
318252,11-20
10147,21-30
294471,21-30
94928,21-30
178312,21-30
204308,21-30
99173,21-30
203857,21-30
69974,51-60
153775,51-60
294807,11-20
282511,21-30
217207,21-30
227265,11-20
140410,21-30
54278,21-30
77198,21-30
5066,21-30
210209,21-30
214967,31-40
311418,21-30
257822,11-20
298505,11-20
240610,11-20
308725,21-30
10297,21-30
91621,51-60
98341,51-60
205631,11-20
82571,21-30
5360,11-20
205497,21-30
178421,21-30
41923,21-30
203918,51-60
235903,21-30
142370,21-30
21424,21-30
216158,21-30
197084,21-30
175733,11-20
273841,31-40
200425,21-30
296503,21-30
299785,21-30
313314,21-30
75891,21-30
14329,21-30
317155,11-20
268567,11-20
238792,21-30
173551,21-30
134753,11-20
22857,51-60
303217,21-30
286052,11-20
223791,21-30
8448,51-60
24027,51-60
69607,11-20
22433,51-60
207638,31-40
295235,21-30
110580,21-30
98012,21-30
267939,21-30
280167,21-30
235129,11-20
174156,21-30
78823,21-30
179362,21-30
132609,51-60
265593,21-30
40704,21-30
258343,21-30
88223,11-20
36708,31-40
163031,21-30
314557,21-30
67329,21-30
101374,11-20
161408,21-30
154627,51-60
49901,21-30
317846,21-30
11860,11-20
141333,21-30
239512,11-20
245244,21-30
281415,21-30
143146,51-60
268671,31-40
123206,21-30
271468,21-30
222094,21-30
131616,51-60
115931,21-30
177091,21-30
193426,21-30
45759,51-60
296937,21-30
57434,51-60
41681,21-30
101558,11-20
184211,21-30
69379,51-60
297192,21-30
288830,21-30
99499,21-30
273059,21-30
155520,21-30
77253,11-20
17409,11-20
249808,21-30
297389,21-30
217840,21-30
177895,11-20
116370,51-60
193703,21-30
253870,21-30
291773,31-40
177258,21-30
94297,51-60
149428,21-30
61239,51-60
311409,21-30
46659,21-30
19880,11-20
151691,21-30
151052,51-60
302576,21-30
225705,21-30
215957,21-30
141705,31-40
137529,21-30
239575,31-40
307681,11-20
161119,21-30
194202,11-20
131835,21-30
153643,11-20
115582,11-20
36239,51-60
157249,11-20
254493,21-30
75327,21-30
227315,11-20
142811,51-60
79602,11-20
96641,21-30
306646,21-30
251004,21-30
309893,11-20
314964,21-30
60305,21-30
140337,51-60
144887,21-30
32907,21-30
20870,31-40
205282,31-40
25025,51-60
18584,51-60
13413,51-60
212236,21-30
300809,21-30
261280,21-30
63658,21-30
264883,31-40
58602,21-30
134035,11-20
207394,21-30
147736,11-20
229562,51-60
116529,31-40
104378,51-60
169105,11-20
121131,21-30
184204,21-30
6801,21-30
34617,21-30
235061,51-60
195147,31-40
210832,21-30
60570,21-30
137470,11-20
183475,11-20
166628,11-20
4190,51-60
128048,21-30
199726,21-30
165827,31-40
53330,31-40
164312,21-30
260537,21-30
224244,21-30
99399,21-30
111853,21-30
306940,21-30
205458,21-30
79250,21-30
64275,21-30
50515,21-30
186733,21-30
306443,21-30
139906,21-30
210919,21-30
108684,21-30
54566,21-30
277520,51-60
191452,21-30
284644,21-30
147042,21-30
127684,11-20
213681,21-30
86805,51-60
87034,21-30
148387,51-60
205210,21-30
237559,51-60
176716,51-60
7905,21-30
43081,11-20
307346,21-30
83696,21-30
82983,21-30
59935,21-30
58603,21-30
86007,21-30
217666,31-40
192819,11-20
187063,51-60
18510,31-40
313396,51-60
158785,51-60
116551,11-20
60639,21-30
75040,21-30
2558,31-40
248512,11-20
291723,11-20
124997,21-30
252608,51-60
73959,21-30
318251,21-30
245950,21-30
57059,11-20
116806,21-30
116222,21-30
98911,11-20
232036,21-30
14165,21-30
260304,21-30
218852,21-30
104948,51-60
275496,11-20
285060,51-60
10722,21-30
5791,21-30
234372,51-60
119248,51-60
246952,21-30
245234,51-60
52679,11-20
259605,21-30
250687,21-30
179717,11-20
252477,21-30
82521,11-20
22251,11-20
32289,21-30
229503,11-20
289335,21-30
83972,21-30
35613,21-30
83539,21-30
48066,21-30
84713,21-30
233174,21-30
225300,11-20
241555,51-60
39347,51-60
241286,21-30
86793,21-30
301219,21-30
5524,21-30
298352,21-30
36033,51-60
142671,21-30
235565,21-30
255335,31-40
47773,21-30
150847,31-40
296332,51-60
134490,21-30
147326,21-30
96972,51-60
146396,21-30
101222,11-20
180724,31-40
306299,21-30
51100,21-30
141207,21-30
192309,51-60
196953,21-30
82794,51-60
36597,11-20
43746,21-30
195049,11-20
236353,21-30
289979,21-30
275523,51-60
106384,21-30
213912,51-60
300144,21-30
179782,11-20
228443,11-20
62640,21-30
156003,11-20
65313,11-20
104432,11-20
280232,21-30
124489,21-30
194524,21-30
181604,11-20
316377,21-30
31178,51-60
219339,31-40
304697,21-30
168355,51-60
163204,21-30
202782,51-60
20557,11-20
128845,21-30
149152,21-30
285948,51-60
147467,21-30
112016,21-30
27346,21-30
164131,21-30
317927,11-20
259823,21-30
207371,51-60
22384,11-20
76257,51-60
67592,51-60
146871,51-60
148442,11-20
280173,51-60
137173,21-30
201701,21-30
113725,21-30
88077,21-30
27017,11-20
297885,51-60
107406,21-30
189473,51-60
297090,21-30
87127,11-20
180908,11-20
234391,21-30
83218,21-30
44786,21-30
106112,21-30
277878,21-30
307358,21-30
3698,21-30
26460,51-60
266020,21-30
207318,21-30
33811,51-60
245743,21-30
257004,51-60
16013,21-30
193538,21-30
220773,21-30
83888,21-30
284940,21-30
29408,11-20
317137,51-60
173960,21-30
145319,21-30
14093,11-20
13804,21-30
262654,51-60
262609,21-30
140535,51-60
178191,21-30
166996,21-30
304224,11-20
173996,51-60
220632,51-60
280004,11-20
94694,11-20
211243,21-30
269271,21-30
200870,21-30
312581,21-30
48336,11-20
44249,21-30
284612,21-30
31040,21-30
221410,21-30
233086,31-40
82296,31-40
14218,51-60
287852,21-30
300690,11-20
8967,21-30
10064,21-30
141251,21-30
238635,21-30
152983,11-20
13455,11-20
116769,21-30
36580,21-30
94916,21-30
148640,11-20
291824,21-30
102381,21-30
214443,21-30
280584,11-20
183555,21-30
216798,21-30
190750,51-60
36233,31-40
21211,21-30
226704,11-20
282959,21-30
6821,11-20
73307,21-30
305923,11-20
117645,21-30
47909,21-30
74080,21-30
129837,51-60
30447,11-20
33575,51-60
297019,21-30
45692,11-20
239749,11-20
1407,21-30
30204,11-20
171904,21-30
285223,11-20
42647,51-60
248368,21-30
193130,21-30
24956,21-30
45315,51-60
1867,51-60
258314,11-20
106139,21-30
23950,11-20
283454,11-20
273051,21-30
154987,11-20
300270,11-20
268332,21-30
168716,21-30
305047,31-40
5173,51-60
214756,21-30
314515,21-30
169706,21-30
166599,21-30
290667,11-20
113880,21-30
168241,31-40
189710,21-30
259852,21-30
235989,21-30
149175,11-20
75435,11-20
229110,21-30
183791,21-30
183241,21-30
210993,21-30
20559,21-30
189172,11-20
85386,11-20
220258,51-60
73055,21-30
255708,21-30
209745,51-60
195825,11-20
148810,21-30
126568,11-20
33632,21-30
109088,21-30
195689,31-40
36036,11-20
147135,11-20
57917,21-30
288031,21-30
313607,21-30
258236,21-30
301468,21-30
115158,21-30
30938,21-30
259784,21-30
192216,11-20
68614,21-30
191573,21-30
29129,31-40
270943,11-20
310426,51-60
8411,21-30
31755,21-30
116856,21-30
214929,51-60
283203,21-30
239914,21-30
133588,51-60
309321,21-30
197715,21-30
209315,21-30
28099,51-60
50053,21-30
64770,21-30
227563,21-30
227221,21-30
315666,21-30
80679,21-30
121742,21-30
125957,11-20
35520,21-30
74762,21-30
3217,11-20
140364,21-30
305055,21-30
179536,51-60
52668,21-30
206746,21-30
286167,51-60
253078,21-30
18779,11-20
118587,21-30
17286,11-20
181068,31-40
126826,21-30
283411,21-30
264104,11-20
14527,21-30
147761,21-30
279344,11-20
216838,21-30
120051,21-30
66799,11-20
215799,21-30
181183,21-30
284428,11-20
105739,11-20
208788,11-20
195089,21-30
76261,21-30
240646,11-20
25573,11-20
63024,21-30
300676,21-30
94779,21-30
235142,11-20
296586,11-20
225564,21-30
213104,21-30
131930,21-30
13771,21-30
1393,51-60
197725,21-30
183881,21-30
174610,11-20
84349,21-30
149531,51-60
232009,51-60
233843,21-30
85330,11-20
203437,51-60
127676,21-30
262916,11-20
69923,21-30
58942,21-30
65978,51-60
152426,11-20
81503,21-30
290833,51-60
228781,11-20
48287,51-60
72270,21-30
176279,21-30
183552,21-30
297985,21-30
237183,21-30
286582,51-60
138991,21-30
172433,21-30
64838,21-30
159414,51-60
57787,21-30
97385,21-30
120400,21-30
280048,31-40
109678,51-60
317982,51-60
13047,21-30
301877,51-60
163372,21-30
101051,21-30
103204,21-30
248835,51-60
4723,21-30
109338,21-30
39619,21-30
278414,21-30
110442,21-30
296958,21-30
277146,31-40
97396,11-20
153553,21-30
64581,11-20
49969,51-60
126309,11-20
127294,31-40
91961,21-30
191181,21-30
42831,11-20
124254,51-60
125979,21-30
3176,21-30
87617,21-30
134450,21-30
10557,21-30
54844,51-60
222172,21-30
22294,11-20
74967,21-30
258284,21-30
245145,51-60
300559,21-30
59439,11-20
214767,21-30
302353,21-30
22415,21-30
2020,11-20
62686,21-30
147349,51-60
37284,11-20
192787,21-30
70085,51-60
197588,21-30
40967,11-20
69714,51-60
211701,21-30
284825,21-30
174178,31-40
287145,21-30
270005,21-30
264623,21-30
290390,21-30
45827,31-40
286306,11-20
42746,21-30
87104,51-60
84814,21-30
43670,21-30
161553,21-30
247354,51-60
218673,21-30
246435,51-60
257077,31-40
43764,21-30
192962,31-40
190629,21-30
35373,21-30
7094,21-30
198974,51-60
241255,21-30
65732,21-30
264300,21-30
129507,11-20
203789,51-60
27167,21-30
257357,11-20
115201,51-60
33393,11-20
298017,21-30
159074,21-30
92706,21-30
287405,21-30
228842,21-30
138013,21-30
61458,21-30
198708,31-40
53356,31-40
123845,51-60
53994,21-30
7856,21-30
111749,21-30
232621,21-30
234086,21-30
222467,21-30
49206,21-30
268148,21-30
218909,21-30
275937,51-60
195393,31-40
101160,51-60
222982,21-30
32462,11-20
14678,21-30
264630,21-30
12317,21-30
80919,51-60
30293,51-60
137930,21-30
23102,31-40
145991,11-20
300684,51-60
65774,21-30
214028,21-30
248354,21-30
313988,21-30
179496,11-20
2948,11-20
183959,31-40
110421,51-60
102974,51-60
210077,11-20
3819,21-30
246621,11-20
80243,21-30
260986,11-20
264452,21-30
307190,21-30
159216,11-20
51885,21-30
273390,21-30
211437,21-30
282033,21-30
178758,31-40
32873,21-30
163274,31-40
87164,21-30
206045,11-20
270167,21-30
289105,31-40
300249,21-30
184465,21-30
251285,11-20
150972,21-30
81419,51-60
178370,11-20
122485,51-60
170576,51-60
99876,21-30
124486,51-60
3542,21-30
234835,21-30
32390,11-20
133062,21-30
146151,21-30
316899,51-60
142668,21-30
58636,51-60
235806,21-30
81139,21-30
31953,51-60
303629,21-30
216253,51-60
132304,51-60
294558,21-30
210372,51-60
14666,11-20
4813,51-60
32736,21-30
67710,21-30
289922,21-30
90243,21-30
90332,21-30
141154,21-30
201911,11-20
250769,21-30
309930,21-30
91170,21-30
275001,11-20
255965,11-20
290553,31-40
189828,11-20
317542,11-20
264012,11-20
17944,21-30
99958,11-20
307276,21-30
249634,21-30
245520,31-40
291257,21-30
96180,51-60
285805,21-30
193889,11-20
272949,51-60
104485,31-40
220428,21-30
206389,51-60
122619,21-30
267705,21-30
184847,21-30
91263,11-20
303661,31-40
279037,51-60
300195,21-30
262090,21-30
150984,51-60
136238,51-60
117009,51-60
140294,21-30
155824,11-20
101408,21-30
